"roomType","numOfRooms","customerName","customerTel","channel","unitPrice","checkInDate","checkOutDate"
"SUITE","1","c776","1575262429","OFFICIAL_WEBSITE","300.0","2016/04/28","2016/04/30"
"SINGLE","2","c731","13869392228","TRAVEL_AGENT","230.0","2016/05/01","2016/05/04"
"SEMIDOUBLE","4","c218","13838690253","_3RD_PARTY_WEBSITE","190.0","2016/05/01","2016/05/03"
"DOUBLE","5","c576","15739518","OTHERS","200.0","2016/05/01","2016/05/03"
"TWIN","1","c698","13723500322","_3RD_PARTY_WEBSITE","200.0","2016/05/01","2016/05/04"
"TRIPLE","1","c25","15890157664","TELEPHONE","210.0","2016/05/01","2016/05/04"
"SUITE","5","c865","13232046660","OTHERS","300.0","2016/05/01","2016/05/02"
"SINGLE","5","c138","13269128643","OFFICIAL_WEBSITE","230.0","2016/05/04","2016/05/05"
"SEMIDOUBLE","1","c760","13749712359","OFFICIAL_WEBSITE","190.0","2016/05/04","2016/05/07"
"DOUBLE","1","c519","1525836869","OFFICIAL_WEBSITE","200.0","2016/05/04","2016/05/07"
"TWIN","4","c514","15368985116","OFFICIAL_WEBSITE","200.0","2016/05/04","2016/05/06"
"TRIPLE","3","c904","15880610845","OTHERS","210.0","2016/05/04","2016/05/05"
"SUITE","1","c831","1382580607","TELEPHONE","300.0","2016/05/04","2016/05/07"
"SINGLE","1","c337","13884831172","TELEPHONE","230.0","2016/05/07","2016/05/10"
"SEMIDOUBLE","3","c491","18941254145","TELEPHONE","190.0","2016/05/07","2016/05/09"
"DOUBLE","4","c361","15743380297","OTHERS","200.0","2016/05/07","2016/05/09"
"TWIN","5","c403","18997940314","OTHERS","200.0","2016/05/07","2016/05/08"
"TRIPLE","1","c628","13892122980","TELEPHONE","210.0","2016/05/07","2016/05/10"
"SUITE","4","c745","15769162630","_3RD_PARTY_WEBSITE","300.0","2016/05/07","2016/05/08"
"SINGLE","2","c174","15868985142","TELEPHONE","230.0","2016/05/10","2016/05/12"
"SEMIDOUBLE","2","c699","18920426430","TRAVEL_AGENT","190.0","2016/05/10","2016/05/11"
"DOUBLE","5","c327","15715580033","TRAVEL_AGENT","200.0","2016/05/10","2016/05/12"
"TWIN","1","c102","15523369107","TELEPHONE","200.0","2016/05/10","2016/05/12"
"TRIPLE","1","c33","18733612030","TRAVEL_AGENT","210.0","2016/05/10","2016/05/11"
"SUITE","5","c320","15956826215","TRAVEL_AGENT","300.0","2016/05/10","2016/05/11"
"DOUBLE","5","DIRK","15927458625","TRAVEL_AGENT","200.0","1999/09/10","1999/10/01"
"SEMIDOUBLE","3","CHMWANG","18296752566","OFFICIAL_WEBSITE","190.0","2010/09/03","2010/09/10"
"SUITE","1","chmwang","15970079914","OTHERS","300.0","2015/01/19","2015/01/30"
"DOUBLE","1","Tom","13298123311","OFFICIAL_WEBSITE","200.0","2015/12/17","2015/12/18"
"SEMIDOUBLE","2","hello","15623213788","TELEPHONE","190.0","2015/12/12","2015/12/13"
"TRIPLE","3","geek","18767527655","TRAVEL_AGENT","210.0","2015/11/13","2015/11/15"
"SEMIDOUBLE","5","ebby","13433344566","_3RD_PARTY_WEBSITE","190.0","2115/12/13","2015/12/17"
